RA,Nome,Fase,Turma,Ano_Dados,Ano_nasc,Idade,Genero,Ano_ingresso,Instituicao_de_ensino,Pedra,INDE,Cg,Cf,Ct,N_Av,Avaliador1,Rec_Av1,Avaliador2,Rec_Av2,Avaliador3,Rec_Av3,Avaliador4,Rec_Av4,IAA,IEG,IPS,IPP,Rec_Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu_PV,IPV,IAN,Fase_Ideal,Defasagem,Destaque_IEG,Destaque_IDA,Destaque_IPV
RA-741,Aluno-741,0,J,2022,2012,10,Feminino,2022,Escola Pública,Ágata,6.896,526.0,150.0,10.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.4,5.6,,Sem limitações,6.3,7.3,5.2,,Não,Não,7.417,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-742,Aluno-742,0,J,2022,2013,9,Feminino,2022,Escola Pública,Ametista,7.097,456.0,132.0,8.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,8.7,5.0,,Sem limitações,7.3,8.3,6.2,,Não,Não,7.5,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-743,Aluno-743,0,J,2022,2013,9,Feminino,2022,Escola Pública,Ágata,6.672,597.0,164.0,14.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.9,5.6,,Sem limitações,4.8,4.8,4.8,,Não,Não,7.5,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-744,Aluno-744,0,J,2022,2014,8,Feminino,2022,Escola Pública,Ametista,7.742,220.0,58.0,2.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.7,5.6,,Sem limitações,6.2,6.0,6.3,,Não,Não,7.5,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-745,Aluno-745,0,J,2022,2013,9,Masculino,2021,Rede Decisão,Ametista,7.382,367.0,111.0,5.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,8.5,5.6,,Sem limitações,8.1,8.5,7.7,,Não,Não,7.75,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-746,Aluno-746,0,J,2022,2014,8,Masculino,2022,Escola Pública,Ametista,7.656,253.0,70.0,3.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,9.1,5.6,,Sem limitações,7.2,7.7,6.7,,Não,Não,7.417,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-747,Aluno-747,0,K,2022,2011,11,Feminino,2022,Escola Pública,Ametista,7.676,245.0,66.0,6.0,2.0,Avaliador-11,Mantido na Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.6,7.5,,Não atendido,8.8,8.2,9.4,,Sim,Não,7.917,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-748,Aluno-748,0,K,2022,2013,9,Masculino,2022,Escola Pública,Topázio,8.084,122.0,34.0,5.0,2.0,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.0,7.5,,Não atendido,9.1,9.6,8.6,,Sim,Não,8.25,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-749,Aluno-749,0,K,2022,2013,9,Masculino,2022,Escola Pública,Ametista,7.484,318.0,94.0,7.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,7.7,7.5,,Não atendido,8.8,9.5,8.1,,Não,Não,7.25,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-75,Aluno-75,5,F,2022,2006,16,Feminino,2022,Escola Pública,Quartzo,3.915,855.0,59.0,4.0,4.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,5.4,3.8,6.3,,Sem limitações,0.0,0.0,0.0,,Não,Não,4.625,5.0,6.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-750,Aluno-750,0,K,2022,2012,10,Masculino,2019,Escola Pública,Ágata,6.344,670.0,173.0,10.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.9,4.4,,Não indicado,6.8,7.1,6.4,,Não,Não,5.167,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-751,Aluno-751,0,K,2022,2011,11,Masculino,2022,Escola Pública,Quartzo,5.246,808.0,187.0,11.0,2.0,Avaliador-11,Não avaliado,Avaliador-3,Não avaliado,,Não avaliado,,,8.5,5.8,7.5,,Não atendido,3.8,2.7,4.9,,Não,Não,6.167,5.0,2.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-752,Aluno-752,0,K,2022,2011,11,Feminino,2022,Escola Pública,Topázio,8.197,86.0,22.0,4.0,2.0,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.0,7.5,,Não atendido,9.5,9.6,9.4,,Sim,Sim,8.417,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-753,Aluno-753,0,K,2022,2014,8,Feminino,2022,Escola Pública,Topázio,8.481,37.0,8.0,2.0,2.0,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.6,7.5,,Não atendido,9.1,9.4,8.8,,Sim,Sim,8.417,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-754,Aluno-754,0,K,2022,2013,9,Masculino,2022,Escola Pública,Ágata,6.602,626.0,169.0,9.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,5.8,4.4,,Não indicado,7.9,7.8,8.1,,Não,Não,6.917,5.0,1.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-755,Aluno-755,0,K,2022,2014,8,Masculino,2022,Escola Pública,Topázio,8.566,29.0,4.0,1.0,2.0,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.2,6.9,,Não atendido,9.5,9.8,9.3,,Sim,Não,8.083,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-756,Aluno-756,0,K,2022,2013,9,Masculino,2022,Escola Pública,Ágata,6.976,495.0,142.0,8.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.9,7.5,,Não atendido,5.7,5.6,5.8,,Não,Não,7.25,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-757,Aluno-757,0,K,2022,2013,9,Feminino,2022,Escola Pública,Topázio,8.26,71.0,18.0,3.0,2.0,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.3,7.5,,Não atendido,9.7,9.9,9.6,,Sim,Sim,8.5,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-758,Aluno-758,0,L,2022,2013,9,Masculino,2022,Escola Pública,Ametista,7.911,166.0,45.0,5.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,9.1,7.5,,Não atendido,8.1,8.0,8.2,,Não,Não,8.333,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-759,Aluno-759,0,L,2022,2012,10,Feminino,2021,Escola Pública,Ametista,7.563,288.0,81.0,7.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.6,7.5,,Não atendido,7.5,8.3,6.7,,Não,Não,7.833,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-76,Aluno-76,5,F,2022,2007,15,Feminino,2017,Rede Decisão,Topázio,9.105,3.0,3.0,1.0,4.0,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase + Bolsa,10.0,9.1,8.1,,Sem limitações,8.7,9.3,8.3,8.4,Não,Sim,9.292,10.0,5.0,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-760,Aluno-760,0,L,2022,2011,11,Masculino,2021,Escola Pública,Topázio,8.172,94.0,25.0,2.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,9.2,7.5,,Não atendido,8.8,9.3,8.2,,Não,Sim,8.917,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-761,Aluno-761,0,L,2022,2013,9,Masculino,2022,Escola Pública,Topázio,8.06,130.0,36.0,3.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,10.0,9.4,7.5,,Não atendido,8.2,8.8,7.5,,Não,Não,8.25,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-762,Aluno-762,0,L,2022,2010,12,Masculino,2022,Escola Pública,Ametista,7.28,402.0,118.0,10.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.7,7.5,,Não atendido,6.7,7.3,6.0,,Não,Não,7.083,2.5,3.0,-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-763,Aluno-763,0,L,2022,2012,10,Feminino,2021,Escola Pública,Ametista,7.402,361.0,109.0,9.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.7,7.5,,Não atendido,6.5,6.3,6.7,,Não,Não,7.167,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-764,Aluno-764,0,L,2022,2014,8,Masculino,2022,Escola Pública,Ametista,8.004,141.0,38.0,4.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.8,7.5,,Não atendido,7.5,7.2,7.8,,Não,Não,7.667,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-765,Aluno-765,0,L,2022,2013,9,Masculino,2022,Escola Pública,Ágata,6.902,523.0,149.0,11.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,9.3,7.5,,Não atendido,4.3,5.0,3.7,,Não,Não,7.417,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-766,Aluno-766,0,L,2022,2011,11,Feminino,2020,Escola Pública,Topázio,8.185,88.0,23.0,1.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,10.0,9.5,7.5,,Não atendido,8.7,8.5,8.8,,Não,Não,8.333,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-767,Aluno-767,0,L,2022,2012,10,Masculino,2021,Escola Pública,Ametista,7.511,304.0,87.0,8.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.0,7.5,,Não atendido,7.0,7.3,6.7,,Não,Não,7.583,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-768,Aluno-768,0,L,2022,2012,10,Feminino,2021,Escola Pública,Ametista,7.646,255.0,71.0,6.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,10.0,7.5,,Não atendido,7.1,7.0,7.2,,Não,Não,7.583,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-769,Aluno-769,0,M,2022,2013,9,Feminino,2022,Escola Pública,Ametista,7.598,272.0,76.0,3.0,2.0,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.5,7.5,,Não avaliado,7.9,9.6,6.2,,Sim,Sim,8.5,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-77,Aluno-77,5,F,2022,2006,16,Masculino,2019,Escola Pública,Quartzo,3.846,857.0,60.0,5.0,4.0,Avaliador-5,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,7.1,2.7,5.0,,Não indicado,0.7,0.3,1.8,0.0,Não,Não,4.625,5.0,6.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-770,Aluno-770,0,M,2022,2015,7,Masculino,2022,Escola Pública,Topázio,8.143,101.0,28.0,1.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.9,7.5,,Não avaliado,8.3,8.5,8.1,,Não,Não,7.333,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-771,Aluno-771,0,M,2022,2015,7,Feminino,2022,Escola Pública,Ametista,7.873,179.0,49.0,2.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.3,7.5,,Não avaliado,7.0,7.2,6.9,,Não,Não,7.5,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-772,Aluno-772,0,M,2022,2011,11,Masculino,2021,Escola Pública,Ágata,6.994,490.0,139.0,5.0,2.0,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,5.4,7.5,,Não avaliado,9.2,9.3,9.2,,Não,Não,7.25,5.0,2.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-773,Aluno-773,0,M,2022,2013,9,Feminino,2022,Escola Pública,Ágata,6.922,520.0,147.0,6.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,6.8,5.0,,Não indicado,8.1,9.3,6.8,,Não,Não,7.083,5.0,1.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-774,Aluno-774,0,M,2022,2014,8,Feminino,2022,Escola Pública,Ametista,7.587,280.0,78.0,4.0,2.0,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.8,7.5,,Não avaliado,6.1,7.8,4.4,,Não,Não,7.417,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-775,Aluno-775,0,N,2022,2012,10,Masculino,2021,Escola Pública,Quartzo,5.79,751.0,182.0,7.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,7.9,5.7,4.4,,Não indicado,5.7,5.5,5.8,,Não,Não,6.417,5.0,2.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-776,Aluno-776,0,N,2022,2013,9,Feminino,2022,Escola Pública,Quartzo,3.898,856.0,190.0,9.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,0.0,4.3,4.4,,Requer avaliação,1.7,0.0,3.3,,Não,Não,6.333,5.0,1.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-777,Aluno-777,0,N,2022,2014,8,Masculino,2022,Escola Pública,Ametista,7.096,457.0,133.0,4.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,7.7,7.5,,Não atendido,5.3,6.5,4.0,,Não,Não,7.0,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-778,Aluno-778,0,N,2022,2013,9,Feminino,2021,Escola Pública,Ametista,7.432,342.0,100.0,3.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,6.7,7.5,,Não atendido,7.1,6.0,8.2,,Não,Sim,8.833,5.0,1.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-779,Aluno-779,0,N,2022,2012,10,Masculino,2022,Escola Pública,Quartzo,5.702,760.0,183.0,8.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,5.0,7.5,,Não atendido,2.6,2.2,3.0,,Não,Não,7.083,5.0,2.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-78,Aluno-78,5,F,2022,2005,17,Masculino,2018,Rede Decisão,Ametista,7.04,475.0,29.0,2.0,4.0,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Mantido na Fase + Bolsa,Avaliador-31,Promovido de Fase,8.3,6.6,5.6,,Requer avaliação,7.2,8.7,5.7,7.3,Não,Não,8.0,5.0,7.0,-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-780,Aluno-780,0,N,2022,2013,9,Feminino,2022,Escola Pública,Ágata,6.955,502.0,143.0,6.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,7.6,7.5,,Não atendido,6.9,6.3,7.5,,Não,Não,7.167,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-781,Aluno-781,0,N,2022,2013,9,Feminino,2021,Escola Pública,Ametista,7.786,205.0,54.0,1.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.9,7.5,,Não atendido,8.3,8.0,8.5,,Não,Não,7.75,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-782,Aluno-782,0,N,2022,2014,8,Masculino,2022,Escola Pública,Ametista,7.485,317.0,93.0,2.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.4,7.5,,Não atendido,6.0,5.7,6.3,,Não,Não,7.0,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-783,Aluno-783,0,N,2022,2014,8,Masculino,2021,Escola Pública,Ágata,6.996,487.0,138.0,5.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,5.8,7.5,,Não atendido,6.0,4.7,7.3,,Não,Não,6.917,10.0,,0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-784,Aluno-784,0,O,2022,2013,9,Masculino,2022,Escola Pública,Topázio,8.34,54.0,14.0,1.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.5,10.0,7.5,,Não atendido,8.2,7.8,8.5,,Não,Sim,9.25,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-785,Aluno-785,0,O,2022,2013,9,Feminino,2022,Escola Pública,Ametista,7.642,256.0,72.0,4.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.6,7.5,,Não atendido,8.4,8.8,8.0,,Não,Não,7.667,5.0,1.0,-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-786,Aluno-786,0,O,2022,2011,11,Masculino,2019,Escola Pública,Ágata,7.004,485.0,137.0,11.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,9.5,5.6,,Não indicado,6.1,6.3,5.8,,Não,Não,7.167,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-787,Aluno-787,0,O,2022,2014,8,Masculino,2022,Escola Pública,Ametista,7.205,426.0,127.0,9.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,9.5,7.5,,Não atendido,3.4,4.2,2.7,,Não,Não,7.25,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-788,Aluno-788,0,O,2022,2014,8,Masculino,2021,Rede Decisão,Topázio,8.264,68.0,17.0,2.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,10.0,9.3,5.6,,Requer avaliação,8.0,7.8,8.2,,Não,Sim,8.667,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-789,Aluno-789,0,O,2022,2015,7,Feminino,2022,Escola Pública,Ametista,7.405,359.0,108.0,7.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,9.4,7.5,,Não atendido,4.2,3.7,4.7,,Não,Não,7.417,10.0,,0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-79,Aluno-79,5,F,2022,2006,16,Feminino,2018,Rede Decisão,Ágata,6.847,541.0,31.0,3.0,4.0,Avaliador-5,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-24,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase,5.4,6.3,5.6,,Requer avaliação,8.9,9.5,7.7,9.5,Não,Não,7.292,5.0,6.0,-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-790,Aluno-790,0,O,2022,2011,11,Feminino,2022,Escola Pública,Ametista,7.504,307.0,89.0,6.0,2.0,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.9,7.5,,Não atendido,7.8,8.5,7.2,,Não,Não,7.417,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-791,Aluno-791,0,O,2022,2011,11,Feminino,2022,Escola Pública,Ametista,7.507,306.0,88.0,5.0,2.0,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.5,8.7,7.5,,Não atendido,6.5,6.3,6.7,,Não,Sim,8.5,5.0,2.0,-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
